,ma30_50_signal,ma30_200_signal,ma50_200_signal,Obv_signal,sma100_signal,macd_signal,adx_signal,stoch_signal,roc_signal,rsi_signal,cci_signal,atr_signal,wpr_signal,bb_signal,Close
203,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,69.44000244140625
204,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,70.0
205,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,70.06999969482422
206,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,68.83000183105469
207,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,70.22000122070312
208,0,0,0,0,-1,0,0,0,0,0,-1,0,-1,-1,70.75
209,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,71.3499984741211
210,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,72.1500015258789
211,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,70.55999755859375
212,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,68.7699966430664
213,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,69.87999725341797
214,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,71.31999969482422
215,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,72.16000366210938
216,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,71.5999984741211
217,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,71.75
218,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,71.19999694824219
219,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,70.3499984741211
220,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,71.41000366210938
221,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,71.41999816894531
222,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,71.66999816894531
223,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,72.12999725341797
224,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,73.20999908447266
225,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,73.63999938964844
226,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,73.33000183105469
227,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,71.7300033569336
228,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,70.83000183105469
229,0,0,0,-1,-1,0,0,0,0,0,1,0,1,0,66.06999969482422
230,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,67.7699966430664
